,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
5329,FAA,Senior Data Scientist,$112K - $121K,$112K,$121K,$112K - $120K,$112K - $120K,,
5330,AgilOne,Senior Data Scientist,$138K - $148K,$138K,$148K,$136K - $149K,$136K - $149K,,
5331,Circle Internet Financial,Senior Data Scientist,$141K - $153K,$141K,$153K,$142K - $155K,$142K - $155K,,
5332,BMO Harris Bank,Senior Data Scientist,$90K - $98K,$90K,$98K,$90K - $97K,$90K - $97K,,
5333,US Army,Senior Data Scientist,$152K - $162K,$152K,$162K,$152K - $164K,$152K - $164K,,
5334,LGS Innovations,Senior Data Scientist,$127K - $139K,$127K,$139K,,,,
5335,Digital Reasoning,Senior Data Scientist,$166K - $178K,$166K,$178K,$167K - $181K,$167K - $181K,$4K - $4K,
5336,College Board,Senior Data Scientist,$130K - $140K,$130K,$140K,$128K - $141K,$128K - $141K,$7K - $8K,
5337,Point72,Senior Data Scientist,$179K - $194K,$179K,$194K,$179K - $194K,$179K - $194K,,
5338,tringapps,Senior Data Scientist,$254K - $277K,$254K,$277K,$254K - $276K,$254K - $276K,,
5339,Marsh,Senior Data Scientist,$94K - $103K,$94K,$103K,$95K - $104K,$95K - $104K,,
5340,GroundTruth,Senior Data Scientist,$168K - $184K,$168K,$184K,$169K - $182K,$169K - $182K,,
5341,CLOUDRAY,Senior Data Scientist,$98K - $106K,$98K,$106K,$98K - $106K,$98K - $106K,,
5342,TechGenomics,Senior Data Scientist,$95K - $103K,$95K,$103K,$94K - $104K,$94K - $104K,,
5343,EOIR Technologies,Senior Data Scientist,$117K - $127K,$117K,$127K,,,,
5344,Zaloni,Senior Data Scientist,$115K - $124K,$115K,$124K,$115K - $125K,$115K - $125K,,
5345,TMX Finance Family of Companies,Senior Data Scientist,$114K - $123K,$114K,$123K,$115K - $123K,$115K - $123K,,
5346,Connexity,Senior Data Scientist,$119K - $131K,$119K,$131K,,,,
5347,NCSOFT,Senior Data Scientist,$142K - $156K,$142K,$156K,$145K - $154K,$145K - $154K,,
5348,Acima Credit,Senior Data Scientist,$133K - $142K,$133K,$142K,$132K - $144K,$132K - $144K,$10K - $11K,
5349,Marriott International,Senior Data Scientist,$114K - $124K,$114K,$124K,$114K - $123K,$114K - $123K,$11K - $12K,
5350,Catalina,Senior Data Scientist,$98K - $107K,$98K,$107K,$99K - $106K,$99K - $106K,,
5351,Centene,Senior Data Scientist,$96K - $104K,$96K,$104K,$95K - $104K,$95K - $104K,$2K - $2K,
5352,Stanley Black & Decker,Senior Data Scientist,$158K - $168K,$158K,$168K,$155K - $170K,$155K - $170K,,
5353,Avenue Code,Senior Data Scientist,$112K - $122K,$112K,$122K,$112K - $121K,$112K - $121K,,
5354,Brighthouse Financial,Senior Data Scientist,$121K - $131K,$121K,$131K,$121K - $130K,$121K - $130K,$20K - $22K,
5355,Fitbit,Senior Data Scientist,$161K - $176K,$161K,$176K,$162K - $174K,$162K - $174K,,
5356,eHealth,Senior Data Scientist,$129K - $139K,$129K,$139K,$131K - $141K,$131K - $141K,,
5357,Tata Consultancy Services (North America),Senior Data Scientist,$125K - $136K,$125K,$136K,$125K - $137K,$125K - $137K,$11K - $11K,
5358,Enova,Senior Data Scientist,$92K - $99K,$92K,$99K,$92K - $99K,$92K - $99K,$10K - $11K,
5359,Suning Commerce R&D Center USA,Senior Data Scientist,$133K - $146K,$133K,$146K,$134K - $147K,$134K - $147K,,
5360,Iterable,Senior Data Scientist,$156K - $167K,$156K,$167K,$155K - $170K,$155K - $170K,,
5361,Dexis Consulting Group,Senior Data Scientist,$117K - $126K,$117K,$126K,$115K - $126K,$115K - $126K,,
5362,FINRA,Senior Data Scientist,$142K - $154K,$142K,$154K,$140K - $154K,$140K - $154K,,
5363,Altair Integrated Services,Senior Data Scientist,$101K - $109K,$101K,$109K,$101K - $110K,$101K - $110K,,
5364,Universal Technical Institute,Senior Data Scientist,$91K - $99K,$91K,$99K,$91K - $98K,$91K - $98K,,
5365,Lightstream - Live Streaming,Senior Data Scientist,$117K - $128K,$117K,$128K,$116K - $127K,$116K - $127K,$3K - $3K,
5366,Cummins Filtration ,Senior Data Scientist,$80K - $86K,$80K,$86K,$80K - $87K,$80K - $87K,,
5367,John Hancock,Senior Data Scientist,$127K - $138K,$127K,$138K,$126K - $137K,$126K - $137K,,
5368,Darden,Senior Data Scientist,$111K - $119K,$111K,$119K,$110K - $119K,$110K - $119K,,$7 - $8
5369,VNS CHOICE,Senior Data Scientist,$110K - $120K,$110K,$120K,$111K - $118K,$111K - $118K,,
5370,Boston Consulting Group,Senior Data Scientist - Hourly,$70 - $75hourly,$70,$75,$70 - $75,$70 - $75,,
5371,Infotree Service,Senior Data Scientist,$99K - $109K,$99K,$109K,$100K - $108K,$100K - $108K,,
5372,Société Générale,Senior Data Scientist,$155K - $170K,$155K,$170K,$156K - $169K,$156K - $169K,$39K - $43K,
5373,Cortex,Senior Data Scientist,$84K - $90K,$84K,$90K,$84K - $90K,$84K - $90K,,
5374,PwC,Senior Data Scientist,$116K - $126K,$116K,$126K,$115K - $127K,$115K - $127K,$10K - $11K,
5375,Anadarko Petroleum,Senior Data Scientist - Hourly,$35 - $38hourly,$35,$38,$36 - $38,$36 - $38,,
5376,Smart Business Advisory and Consulting,Senior Data Scientist,$152K - $162K,$152K,$162K,$152K - $162K,$152K - $162K,,
5377,ConnectiCare,Senior Data Scientist,$123K - $134K,$123K,$134K,$125K - $133K,$125K - $133K,$10K - $11K,
5378,LumenData,Senior Data Scientist,$146K - $158K,$146K,$158K,$148K - $158K,$148K - $158K,,
5379,IT Trailblazers,Senior Data Scientist,$123K - $134K,$123K,$134K,$122K - $132K,$122K - $132K,,
5380,University of Virginia,Senior Data Scientist,$122K - $130K,$122K,$130K,$122K - $132K,$122K - $132K,,
5381,XANT,Senior Data Scientist,$145K - $156K,$145K,$156K,$142K - $155K,$142K - $155K,,
5382,Tribune Publishing,Senior Data Scientist,$133K - $144K,$133K,$144K,$133K - $144K,$133K - $144K,,
5383,Poly,Senior Data Scientist,$155K - $168K,$155K,$168K,$156K - $167K,$156K - $167K,$10K - $11K,$2K - $2K
5384,Florida Blue,Senior Data Scientist,$114K - $125K,$114K,$125K,$116K - $125K,$116K - $125K,$17K - $19K,
5385,Incedo,Senior Data Scientist,$121K - $130K,$121K,$130K,$119K - $131K,$119K - $131K,,
5386,Loot Crate,Senior Data Scientist,$126K - $138K,$126K,$138K,$127K - $136K,$127K - $136K,,
5387,Veritone,Senior Data Scientist,$176K - $192K,$176K,$192K,$174K - $191K,$174K - $191K,,
5388,Ceribell,Senior Data Scientist,$136K - $148K,$136K,$148K,$137K - $148K,$137K - $148K,,
5389,AArete,Senior Data Scientist,$96K - $104K,$96K,$104K,$97K - $103K,$97K - $103K,,
5390,Euclid Innovations,Senior Data Scientist - Hourly,$79 - $85hourly,$79,$85,$79 - $84,$79 - $84,,
5391,US Air Force,Senior Data Scientist - Monthly,$11K - $12K,$11K,$12K,$11K - $12K,$11K - $12K,,
5392,Komodo Health,Senior Data Scientist,$161K - $175K,$161K,$175K,$163K - $176K,$163K - $176K,,
5393,Major League Baseball (MLB),Senior Data Scientist,$137K - $148K,$137K,$148K,$140K - $148K,$140K - $148K,,
5394,RBUs,Senior Data Scientist,$125K - $136K,$125K,$136K,$126K - $136K,$126K - $136K,,
5395,Fulcrum Analytics,Senior Data Scientist,$99K - $108K,$99K,$108K,$98K - $107K,$98K - $107K,$3K - $3K,
5396,Clarity Insights,Senior Data Scientist,$155K - $169K,$155K,$169K,,,,
5397,Guzman & Griffin Technologies (GGTI),Senior Data Scientist,$109K - $116K,$109K,$116K,$108K - $117K,$108K - $117K,$1K - $2K,
5398,Advantest,Senior Data Scientist,$120K - $130K,$120K,$130K,$120K - $132K,$120K - $132K,$24K - $26K,
5399,Datatron,Senior Data Scientist,$137K - $150K,$137K,$150K,$140K - $149K,$140K - $149K,,
5400,Kimberly-Clark,Senior Data Scientist,$109K - $119K,$109K,$119K,$110K - $117K,$110K - $117K,,
5401,mode.ai,Senior Data Scientist,$103K - $113K,$103K,$113K,$103K - $112K,$103K - $112K,,
5402,Altamira Technologies,Senior Data Scientist,$139K - $148K,$139K,$148K,$138K - $149K,$138K - $149K,,
5403,ICF,Senior Data Scientist,$111K - $119K,$111K,$119K,$111K - $120K,$111K - $120K,,
5404,dataxu,Senior Data Scientist,$104K - $111K,$104K,$111K,$104K - $111K,$104K - $111K,$10K - $11K,
5405,Vida (CA),Senior Data Scientist,$139K - $151K,$139K,$151K,$139K - $150K,$139K - $150K,,
5406,International Paper,Senior Data Scientist,$131K - $143K,$131K,$143K,$131K - $142K,$131K - $142K,$30K - $32K,
5407,Vulcan,Senior Data Scientist,$134K - $145K,$134K,$145K,$134K - $147K,$134K - $147K,$16K - $17K,
5408,Vectra AI,Senior Data Scientist,$209K - $228K,$209K,$228K,$212K - $226K,$212K - $226K,,
5409,Viant,Senior Data Scientist,$155K - $169K,$155K,$169K,$155K - $170K,$155K - $170K,,
5410,BD,Senior Data Scientist,$145K - $156K,$145K,$156K,$143K - $155K,$143K - $155K,,
5411,Code42,Senior Data Scientist,$126K - $138K,$126K,$138K,$126K - $136K,$126K - $136K,,
5412,Black Swan Data,Senior Data Scientist,$131K - $144K,$131K,$144K,$131K - $144K,$131K - $144K,,
5413,Mattersight,Senior Data Scientist,$113K - $122K,$113K,$122K,$113K - $123K,$113K - $123K,,
5414,Lattice Engines,Senior Data Scientist,$188K - $205K,$188K,$205K,$191K - $204K,$191K - $204K,,
5415,Commonwealth Bank of Australia,Senior Data Scientist,$127K - $137K,$127K,$137K,$128K - $138K,$128K - $138K,,
5416,Clarify Health Solutions,Senior Data Scientist,$169K - $183K,$169K,$183K,$167K - $180K,$167K - $180K,,
5417,Scottrade,Senior Data Scientist,$100K - $108K,$100K,$108K,,,,
5418,Spectrum Health,Senior Data Scientist,$80K - $87K,$80K,$87K,$80K - $87K,$80K - $87K,,
5419,Vivint Smart Home,Senior Data Scientist,$107K - $115K,$107K,$115K,$106K - $115K,$106K - $115K,,
5420,Afiniti,Senior Data Scientist,$98K - $106K,$98K,$106K,$99K - $106K,$99K - $106K,$10K - $11K,
5421,xAd,Senior Data Scientist,$164K - $181K,$164K,$181K,$170K - $181K,$170K - $181K,,
5422,"FocusKPI, Inc.",Senior Data Scientist,$112K - $122K,$112K,$122K,$112K - $122K,$112K - $122K,,
5423,Prognos Health,Senior Data Scientist,$136K - $146K,$136K,$146K,$135K - $147K,$135K - $147K,,
5424,Army and Air Force Exchange,Senior Data Scientist,$111K - $121K,$111K,$121K,$111K - $121K,$111K - $121K,,
5425,Telenor,Senior Data Scientist,$98K - $105K,$98K,$105K,$98K - $105K,$98K - $105K,,
5426,EMC Insurance,Senior Data Scientist,$119K - $127K,$119K,$127K,$118K - $128K,$118K - $128K,,
5427,TrueAccord,Senior Data Scientist,$153K - $164K,$153K,$164K,$151K - $166K,$151K - $166K,,
5428,Metromile,Senior Data Scientist,$164K - $177K,$164K,$177K,$163K - $177K,$163K - $177K,,
5429,Womply,Senior Data Scientist,$144K - $159K,$144K,$159K,$144K - $157K,$144K - $157K,,
5430,Knotch,Senior Data Scientist,$162K - $175K,$162K,$175K,$163K - $174K,$163K - $174K,,
5431,American Express Global Business Travel,Senior Data Scientist,$133K - $145K,$133K,$145K,$133K - $147K,$133K - $147K,$5K - $5K,
5432,TrueMotion,Senior Data Scientist,$125K - $136K,$125K,$136K,$125K - $135K,$125K - $135K,,
5433,Flexport,Senior Data Scientist,$173K - $185K,$173K,$185K,$170K - $185K,$170K - $185K,$17K - $18K,
5434,NextHealth Technologies ,Senior Data Scientist,$129K - $139K,$129K,$139K,$128K - $138K,$128K - $138K,,
5435,KIXEYE,Senior Data Scientist,$172K - $189K,$172K,$189K,$172K - $188K,$172K - $188K,$37K - $40K,
5436,Michrons Technology,Senior Data Scientist,$78K - $85K,$78K,$85K,$79K - $85K,$79K - $85K,,
5437,ARCADIS US,Senior Data Scientist,$129K - $140K,$129K,$140K,$19 - $21,$19 - $21,,
5438,Vungle,Senior Data Scientist,$171K - $187K,$171K,$187K,$170K - $187K,$170K - $187K,,
5439,RealNetworks,Senior Data Scientist,$125K - $133K,$125K,$133K,$124K - $134K,$124K - $134K,,
5440,Tata Consultancy Services,Senior Data Scientist,$131K - $144K,$131K,$144K,$132K - $144K,$132K - $144K,,
5441,SmartUQ,Senior Data Scientist,$104K - $115K,$104K,$115K,$105K - $114K,$105K - $114K,,
5442,Maritz,Senior Data Scientist,$137K - $147K,$137K,$147K,$135K - $146K,$135K - $146K,$9K - $9K,
5443,SpotX,Senior Data Scientist,$113K - $123K,$113K,$123K,$113K - $122K,$113K - $122K,,
5444,Blackhawk Network,Senior Data Scientist,$185K - $200K,$185K,$200K,$186K - $200K,$186K - $200K,,
5445,Abbott,Senior Data Scientist,$114K - $123K,$114K,$123K,$112K - $123K,$112K - $123K,,
5446,RichRelevance,Senior Data Scientist,$100K - $108K,$100K,$108K,$100K - $108K,$100K - $108K,,
5447,Rubicon Project,Senior Data Scientist,$149K - $162K,$149K,$162K,$149K - $163K,$149K - $163K,$20K - $21K,
5448,Air Liquide,Senior Data Scientist,$116K - $127K,$116K,$127K,$116K - $125K,$116K - $125K,,
5449,LexisNexis Risk Solutions,Senior Data Scientist,$106K - $115K,$106K,$115K,$106K - $116K,$106K - $116K,,
5450,DHA Group,Senior Data Scientist,$114K - $125K,$114K,$125K,$116K - $124K,$116K - $124K,,
5451,Ipsos,Senior Data Scientist,$134K - $145K,$134K,$145K,$135K - $144K,$135K - $144K,,
5452,Dollar Shave Club,Senior Data Scientist,$188K - $204K,$188K,$204K,$188K - $204K,$188K - $204K,$30K - $32K,
5453,SeaChange,Senior Data Scientist,$135K - $144K,$135K,$144K,$134K - $146K,$134K - $146K,,
5454,Level 3 Communications,Senior Data Scientist,$131K - $142K,$131K,$142K,,,,
5455,SEVEN Networks,Senior Data Scientist,$112K - $121K,$112K,$121K,$112K - $122K,$112K - $122K,,
5456,Align Technology,Senior Data Scientist,$124K - $137K,$124K,$137K,$124K - $135K,$124K - $135K,,
5457,AwesomenessTV,Senior Data Scientist,$189K - $204K,$189K,$204K,$188K - $203K,$188K - $203K,,
5458,LegalZoom,Senior Data Scientist,$129K - $141K,$129K,$141K,$129K - $141K,$129K - $141K,,
5459,QinetiQ US,Senior Data Scientist,$128K - $137K,$128K,$137K,$127K - $137K,$127K - $137K,,
5460,QinetiQ US,Senior Data Scientist,$128K - $139K,$128K,$139K,$127K - $137K,$127K - $137K,,
5461,Trulia,Senior Data Scientist,$168K - $183K,$168K,$183K,$166K - $183K,$166K - $183K,,
5462,Storm8,Senior Data Scientist,$166K - $180K,$166K,$180K,$164K - $180K,$164K - $180K,,
5463,National Oilwell Varco,Senior Data Scientist,$101K - $109K,$101K,$109K,$102K - $110K,$102K - $110K,,
5464,Nuanza,Senior Data Scientist,$104K - $115K,$104K,$115K,$106K - $115K,$106K - $115K,$5K - $5K,$12K - $13K
5465,JR Simplot,Senior Data Scientist,$89K - $97K,$89K,$97K,$89K - $95K,$89K - $95K,$11K - $13K,
5466,Wolfram,Senior Data Scientist,$65K - $71K,$65K,$71K,$66K - $71K,$66K - $71K,$483 - $523,
5467,Wiley,Senior Data Scientist,$146K - $158K,$146K,$158K,$146K - $158K,$146K - $158K,,
5468,IBM,Senior Data Scientist - Monthly Intern,$10K - $11K,$10K,$11K,,,,
5469,Apptio,Senior Data Scientist,$112K - $123K,$112K,$123K,$113K - $121K,$113K - $121K,,
5470,GHC Elétrica,Senior Data Scientist,$193K - $212K,$193K,$212K,$193K - $209K,$193K - $209K,$24K - $26K,
5471,P2 Analytics,Senior Data Scientist,$98K - $105K,$98K,$105K,$97K - $106K,$97K - $106K,,
5472,Workday,Senior Data Scientist,$173K - $188K,$173K,$188K,$173K - $186K,$173K - $186K,,
5473,ACT,Senior Data Scientist,$117K - $125K,$117K,$125K,$116K - $125K,$116K - $125K,$10K - $10K,
5474,POPSUGAR,Senior Data Scientist,$149K - $160K,$149K,$160K,$149K - $162K,$149K - $162K,,
5475,Cape Analytics,Senior Data Scientist,$144K - $158K,$144K,$158K,$144K - $157K,$144K - $157K,$10K - $11K,
5476,SeatGeek,Senior Data Scientist,$156K - $171K,$156K,$171K,$157K - $169K,$157K - $169K,,
5477,Black Hills Corporation,Senior Data Scientist - Hourly Contractor,$129 - $140hourly,$129,$140,,,,
5478,University of Michigan,Senior Data Scientist,$77K - $85K,$77K,$85K,$78K - $84K,$78K - $84K,,
5479,UST,Senior Data Scientist,$30K - $32K,$30K,$32K,$30K - $32K,$30K - $32K,,
5480,Chevron,Senior Data Scientist,$155K - $169K,$155K,$169K,$156K - $170K,$156K - $170K,$20K - $21K,
5481,Mercy,Senior Data Scientist,$114K - $124K,$114K,$124K,$115K - $124K,$115K - $124K,,
5482,Trianz,Senior Data Scientist,$175K - $189K,$175K,$189K,$177K - $191K,$177K - $191K,,
5483,Ariosa Diagnostics,Senior Data Scientist,$131K - $142K,$131K,$142K,,,,
5484,V-Soft Consulting Group,Senior Data Scientist,$115K - $124K,$115K,$124K,$116K - $123K,$116K - $123K,,
5485,605,Senior Data Scientist,$118K - $126K,$118K,$126K,$116K - $126K,$116K - $126K,$12K - $12K,
5486,W.D. Von Gonten&Co,Senior Data Scientist,$111K - $121K,$111K,$121K,$111K - $121K,$111K - $121K,,
5487,Twist Bioscience,Senior Data Scientist,$143K - $153K,$143K,$153K,$143K - $154K,$143K - $154K,$14K - $15K,
5488,Desert Research Institute,Senior Data Scientist,$106K - $115K,$106K,$115K,$106K - $116K,$106K - $116K,,
5489,Analog Devices,Senior Data Scientist,$142K - $153K,$142K,$153K,$141K - $153K,$141K - $153K,,
5490,FreightWaves,Senior Data Scientist,$89K - $96K,$89K,$96K,$89K - $97K,$89K - $97K,,
5491,Ro,Senior Data Scientist,$164K - $176K,$164K,$176K,$165K - $179K,$165K - $179K,,
5492,Tumblr,Senior Data Scientist,$163K - $180K,$163K,$180K,$165K - $180K,$165K - $180K,,
5493,Hitachi America,Senior Data Scientist,$130K - $141K,$130K,$141K,,,,
5494,TubeMogul,Senior Data Scientist,$141K - $155K,$141K,$155K,$142K - $155K,$142K - $155K,,
5495,Instart,Senior Data Scientist,$113K - $122K,$113K,$122K,$113K - $122K,$113K - $122K,,
5496,Attadale Partners,Senior Data Scientist,$88K - $95K,$88K,$95K,$89K - $96K,$89K - $96K,,
5497,Wish,Senior Data Scientist,$193K - $209K,$193K,$209K,$193K - $208K,$193K - $208K,,
5498,Cynamics ,Senior Data Scientist - Monthly,K,₪34K,₪36K,₪34K - ₪36K,₪34K - ₪36K,,
5499,Raise Marketplace,Senior Data Scientist,$118K - $129K,$118K,$129K,$117K - $128K,$117K - $128K,,
5500,Raise Marketplace,Senior Data Scientist,$118K - $127K,$118K,$127K,$118K - $127K,$118K - $127K,,
5501,Equinix,Senior Data Scientist,$179K - $193K,$179K,$193K,$177K - $192K,$177K - $192K,,
5502,Blend360,Senior Data Scientist,$75K - $80K,$75K,$80K,$75K - $82K,$75K - $82K,,
5503,Nuance,Senior Data Scientist,$121K - $131K,$121K,$131K,$121K - $132K,$121K - $132K,,
5504,Pony.ai,Senior Data Scientist,$190K - $208K,$190K,$208K,$192K - $208K,$192K - $208K,,
5505,Hotwire,Senior Data Scientist,$160K - $174K,$160K,$174K,$160K - $174K,$160K - $174K,,
5506,Windsor Circle,Senior Data Scientist,$95K - $102K,$95K,$102K,$94K - $103K,$94K - $103K,,
5507,Baker Hughes,Senior Data Scientist,$146K - $159K,$146K,$159K,$145K - $157K,$145K - $157K,,
5508,Verily Life Sciences,Senior Data Scientist,$168K - $182K,$168K,$182K,$167K - $182K,$167K - $182K,,
5509,archents,Senior Data Scientist,$119K - $129K,$119K,$129K,$119K - $130K,$119K - $130K,,
5510,Carlisle & Co,Senior Data Scientist,$122K - $131K,$122K,$131K,$121K - $133K,$121K - $133K,$10K - $11K,
5511,Appen,Senior Data Scientist,$177K - $193K,$177K,$193K,$176K - $191K,$176K - $191K,,
5512,Dow AgroSciences,Senior Data Scientist,$130K - $139K,$130K,$139K,,,,
5513,Mitchell International,Senior Data Scientist,$108K - $117K,$108K,$117K,,,,
5514,AgreeYa Solutions,Senior Data Scientist,$117K - $127K,$117K,$127K,$119K - $126K,$119K - $126K,,
5515,Media Assembly,Senior Data Scientist,$103K - $111K,$103K,$111K,$103K - $110K,$103K - $110K,,
5516,Capco,Senior Data Scientist,$149K - $162K,$149K,$162K,$149K - $162K,$149K - $162K,,
5517,CVP,Senior Data Scientist,$122K - $133K,$122K,$133K,$123K - $134K,$123K - $134K,,
5518,Aviso,Senior Data Scientist,$191K - $208K,$191K,$208K,$194K - $207K,$194K - $207K,,
5519,Mercado Libre,Senior Data Scientist,$83K - $90K,$83K,$90K,$84K - $91K,$84K - $91K,$64K - $70K,
5520,BAE Systems USA,Senior Data Scientist,$115K - $125K,$115K,$125K,$115K - $126K,$115K - $126K,,
5521,Moz,Senior Data Scientist,$123K - $133K,$123K,$133K,$121K - $132K,$121K - $132K,,
5522,Life360,Senior Data Scientist,$185K - $202K,$185K,$202K,$186K - $201K,$186K - $201K,,
5523,ID Analytics,Senior Data Scientist,$120K - $132K,$120K,$132K,$120K - $132K,$120K - $132K,$10K - $11K,
5524,Fuelcomm,Senior Data Scientist,$166K - $180K,$166K,$180K,$166K - $179K,$166K - $179K,,
5525,Space-Time Insight,Senior Data Scientist,$157K - $171K,$157K,$171K,$156K - $170K,$156K - $170K,,
5526,Lands' End,Senior Data Scientist,$81K - $88K,$81K,$88K,$81K - $87K,$81K - $87K,,
5527,Galvanize,Senior Data Scientist,$125K - $135K,$125K,$135K,$124K - $136K,$124K - $136K,,
5528,Frontier Communications,Senior Data Scientist,$119K - $129K,$119K,$129K,$120K - $130K,$120K - $130K,,
5529,Commerce Bank,Senior Data Scientist,$131K - $141K,$131K,$141K,$130K - $140K,$130K - $140K,,
5530,CNN,Senior Data Scientist,$130K - $140K,$130K,$140K,$131K - $142K,$131K - $142K,,
5531,AppZen,Senior Data Scientist,$213K - $230K,$213K,$230K,$212K - $228K,$212K - $228K,,
5532,Swiss Re,Senior Data Scientist,$130K - $139K,$130K,$139K,$130K - $140K,$130K - $140K,$25K - $27K,
5533,Accern,Senior Data Scientist,$108K - $116K,$108K,$116K,$107K - $117K,$107K - $117K,,
5534,Live Nation Entertainment,Senior Data Scientist,$132K - $142K,$132K,$142K,$131K - $143K,$131K - $143K,,
5535,Porch,Senior Data Scientist,$146K - $159K,$146K,$159K,$145K - $160K,$145K - $160K,,
5536,Johns Hopkins University Applied Physics Laboratory,Senior Data Scientist,$153K - $165K,$153K,$165K,$154K - $167K,$154K - $167K,,
5537,Lytx,Senior Data Scientist,$123K - $135K,$123K,$135K,$122K - $133K,$122K - $133K,,
5538,Moen,Senior Data Scientist,$107K - $115K,$107K,$115K,$107K - $115K,$107K - $115K,,
5539,Healthesystems,Senior Data Scientist,$107K - $116K,$107K,$116K,$107K - $116K,$107K - $116K,,
5540,,Senior Data Scientist,$97K - $105K,$97K,$105K,,,,
5541,Le Tote,Senior Data Scientist,$145K - $157K,$145K,$157K,$143K - $158K,$143K - $158K,,
5542,Sapient,Senior Data Scientist,$124K - $137K,$124K,$137K,$108K - $118K,$108K - $118K,,
5543,Volvo Cars,Senior Data Scientist,$188K - $205K,$188K,$205K,$191K - $206K,$191K - $206K,$1 - $1,
5544,GEICO,Senior Data Scientist,$111K - $120K,$111K,$120K,$109K - $120K,$109K - $120K,,$16 - $17
5545,Mayo Clinic,Senior Data Scientist,$241K - $257K,$241K,$257K,$237K - $259K,$237K - $259K,,
5546,Aclima,Senior Data Scientist,$140K - $153K,$140K,$153K,$140K - $154K,$140K - $154K,,
5547,KeyBank,Senior Data Scientist,$157K - $169K,$157K,$169K,$157K - $170K,$157K - $170K,,
5548,axialHealthcare,Senior Data Scientist,$106K - $114K,$106K,$114K,$106K - $115K,$106K - $115K,$6K - $6K,
5549,Scopely,Senior Data Scientist,$157K - $170K,$157K,$170K,$155K - $168K,$155K - $168K,,
5550,Janssen,Senior Data Scientist,$140K - $153K,$140K,$153K,$139K - $153K,$139K - $153K,$22K - $24K,$19K - $21K
5551,Entelo,Senior Data Scientist,$154K - $165K,$154K,$165K,$152K - $165K,$152K - $165K,,$15K - $16K
5552,Dstillery,Senior Data Scientist,$136K - $148K,$136K,$148K,$138K - $149K,$138K - $149K,$32K - $34K,
5553,Abercrombie & Fitch,Senior Data Scientist,$97K - $103K,$97K,$103K,$96K - $103K,$96K - $103K,,
5554,CAMP Systems,Senior Data Scientist,$104K - $111K,$104K,$111K,$102K - $112K,$102K - $112K,,
5555,Eyeview,Senior Data Scientist,$133K - $144K,$133K,$144K,$131K - $144K,$131K - $144K,$5K - $5K,
5556,Abzooba,Senior Data Scientist,$128K - $139K,$128K,$139K,$127K - $139K,$127K - $139K,,
5557,Veterans United Home Loans,Senior Data Scientist,$128K - $139K,$128K,$139K,$127K - $139K,$127K - $139K,,
5558,Tagged,Senior Data Scientist,$179K - $193K,$179K,$193K,,,,
5559,Kabam,Senior Data Scientist,$171K - $188K,$171K,$188K,$172K - $186K,$172K - $186K,,
5560,Mutual of Omaha,Senior Data Scientist,$121K - $134K,$121K,$134K,$123K - $134K,$123K - $134K,,
5561,Baker Hughes,Senior Data Scientist - Hourly Contractor,$85 - $91hourly,$85,$91,,,,
5562,Unilever,Senior Data Scientist,$118K - $127K,$118K,$127K,$118K - $126K,$118K - $126K,,
5563,First American Financial Corporation,Senior Data Scientist,$131K - $142K,$131K,$142K,$133K - $141K,$133K - $141K,,
5564,Intuitive (Intuitive Surgical),Senior Data Scientist,$169K - $183K,$169K,$183K,$171K - $184K,$171K - $184K,,
5565,Livongo Health,Senior Data Scientist,$165K - $180K,$165K,$180K,$168K - $181K,$168K - $181K,,
5566,Marketing Evolution,Senior Data Scientist,$83K - $90K,$83K,$90K,$84K - $90K,$84K - $90K,$10K - $11K,
5567,Harvard Pilgrim Health Care,Senior Data Scientist,$156K - $167K,$156K,$167K,$155K - $168K,$155K - $168K,,
5568,Square,Senior Data Scientist,$183K - $201K,$183K,$201K,$185K - $201K,$185K - $201K,$29K - $31K,
5569,Amplero,Senior Data Scientist,$165K - $178K,$165K,$178K,$166K - $179K,$166K - $179K,,
5570,GuruCul,Senior Data Scientist,$131K - $141K,$131K,$141K,$131K - $141K,$131K - $141K,,
5571,Feelmore Labs,Senior Data Scientist,$146K - $159K,$146K,$159K,$148K - $158K,$148K - $158K,,
5572,Bose,Senior Data Scientist,$123K - $133K,$123K,$133K,$124K - $134K,$124K - $134K,,
5573,Demandbase,Senior Data Scientist,$155K - $167K,$155K,$167K,$155K - $168K,$155K - $168K,,
5574,OAG Analytics,Senior Data Scientist,$134K - $147K,$134K,$147K,$136K - $145K,$136K - $145K,$10K - $10K,
5575,PubMatic,Senior Data Scientist,$143K - $153K,$143K,$153K,$142K - $153K,$142K - $153K,,
5576,Atrium Health,Senior Data Scientist,$113K - $124K,$113K,$124K,$114K - $124K,$114K - $124K,,
5577,Sandia National Laboratories,Senior Data Scientist,$120K - $132K,$120K,$132K,$120K - $130K,$120K - $130K,$2K - $2K,
5578,Remine,Senior Data Scientist,$87K - $94K,$87K,$94K,$87K - $94K,$87K - $94K,,
5579,MCD Partners,Senior Data Scientist,$121K - $133K,$121K,$133K,$121K - $131K,$121K - $131K,,
5580,MCD Partners,Senior Data Scientist,$123K - $133K,$123K,$133K,$121K - $131K,$121K - $131K,,
5581,Opex Analytics,Senior Data Scientist,$116K - $127K,$116K,$127K,$117K - $127K,$117K - $127K,$10K - $11K,
